code_stock_12,code_stock_5,company_name_English,code_company_4,company_name,stock_name,stock_persian_30,code_company_12,market,code_tablo,code_sector,name_sector,code_subsector,name_subsector,stock_code_TSETMC,stock_name_2,trade_purpose,CEO,address,phone_number,FAX,offic_address,shareholder_affairs_address,website,email,auditor,capital,year,financial_manager,shenaseh_meli
IRO1OS240001,OS241,Gilan Inv.,OS24,شركت س استان گيلان,وسگيلا,شركت س استان گيلان,IRO1OS240006,بازار دوم بورس,5,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,55916539620839777,وسگيلا,1-سرمایه گذاری در سهام سهم الشرکه واحدهای سرمایه گذاری صندوقها و سایر اوراق بهادار دارای حق رای شرکتها و موسسسات با صندوقهای سرمایه گذاری با هدف کسب انتفاع به طوریکه به تنهایی یا به همراه اشخاص وابسته خود کنترل شرکت، موسسه یا صندوق سرمایه پذیر را در اختیار نگرفته یا در آن قابل ملاحظه نیابد.,ابراهيم قنبرپورسالک معلمي,,01333586287,01333586286,گیلان- رشت- بلوار شهید شمسی پور-قبل از میدان هاشیمی - ساختمان شکرت سرمایه گذاری استان گیلان 33586287,گیلان- رشت- بلوار شهید شمسی پور-قبل از میدان هاشیمی - ساختمان شکرت سرمایه گذاری استان گیلان 33586287,www.guilaninvestment.ir,info@guilaninvestment.com,موسسه حسابرسی هشیار بهمند,149512669,06/31,علی مسعودی,10720243977
IRO9PNES6071,6N071,PNES-O-14001019,PNES,پالايش نفت اصفهان,ضشنا1050,اختيارخ شپنا-7629-1400/10/19,IRO9PNES6074,-,8,23,فراورده هاي نفتي، كك و سوخت هسته اي,2320,توليد محصولات پالايش شده پتروشيمي,62038078047499213,ضشنا1050,,,,,,,,,,,,,,
IRO3BNOP0001,BNOP1,Novin Bime,BNOP,بيمه نوين,نوين,بيمه نوين,IRO3BNOP0005,بازار اول فرابورس,1,66,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,6611,فعاليتهاي مالي و اجرائي,59866041653103343,نوين,انجام عملیات بیمه مستقیم در رشته های بیمه زندگی و غیر زندگی بر اساس پروانه فعالیت صادره از بیمه مرکزی,حسين کريم خان زند,,53-22258046,22923846,تهران ، بلوار میرداماد ، میدان مادر ، خیابان بهروز ، نبش کوچه یکم ، پلاک 11,تهران ، بلوار میرداماد ، میدان مادر ، خیابان بهروز ، نبش کوچه یکم ، پلاک 11,www.novininsurance.com,info@novininsurance.com,موسسه حسابرسی و خدمات مالی فاطر,2624000,12/29,شقایق دیلمی پور,10103808680
IRO3GASZ0001,GASZ1,Ghassem Co.,GASZ,قاسم ايران,قاسم,قاسم ايران,IRO3GASZ0009,بازار دوم فرابورس,3,47,خرده فروشي،باستثناي وسايل نقليه موتوري,4721,خرده فروشي موادغذايي در فروشگاههاي تخصصي,34540569618314880,قاسم,"شرکت قاسم‌ایران یکی از 5 توزیع کننده برتر کالاهای مصرفی در ایران است. فعالیت‌های اصلی شرکت قاسم‌ایران شامل واردات، صادرات و توزیع فراگیر انواع مختلف محصولات از قبیل: • شیرینی و شکلات,محصولات غذایی • دارو",حسين يوسف خزرائي,,021-44544947,021-44543170,کیلومتر 10 جاده مخصوص کرج ساختمان مینو,کیلومتر 10 جاده مخصوص کرج ساختمان مینو -امور سهام,www.ghaseiran.org,info@ghasemiran.com,موسسه حسابرسی و خدمات مدیریت آزموده کاران,5000000,12/29,غلامعباس درفشی,10100984757
IRO3KSPZ0001,KSPZ1,Kaspian Daroo,KSPZ,داروسازي كاسپين تامين,كاسپين,داروسازي كاسپين تامين,IRO3KSPZ0006,بازار دوم فرابورس,3,43,مواد و محصولات دارويي,4323,توليد داروهاي شيميايي و گياهي,28431095903407567,كاسپين,تولید داروهای انسانی,حامد صابوني,گیلان.شهرصنعتی رشت.ورودی یکم,021-42895,021-88957056,تهران.میدان دکتر فاطمی.خیابان بیستون.پ1.ط3,تهران.میدان دکتر فاطمی.خیابان بیستون.پ1.,www.caspiantamin.com,info@caspiantamin.com,موسسه حسابرسی هشیار بهمند,700000,12/29,ابراهیم طاهر نژاد,10100929813
IRO1AMIN0001,AMIN1,Amin Pharm.,AMIN,داروسازي‌ امين‌,دامين,داروسازي‌ امين‌,IRO1AMIN0009,بازار اول (تابلوي اصلي) بورس,1,43,مواد و محصولات دارويي,4323,توليد داروهاي شيميايي و گياهي,50100062518826135,دامين,1- ایجاد و تاسیس کارخانجات بمنظور تهیه و توزیع انواع مواد اولیه و فراورده های داروئی و بهداشتی 2- وارد نمودن مواد اولیه مورد نیاز ، ماشین آلات صنعتی و قطعات یدکی مورد نیاز داروهای ساخته شده 3- فروش محصولات در داخل کشورو خارج از کشور . 4- مشارکت در سایر شرکتها از طریق تاسیس یا تعهد خرید سهام شرکتها,محمدمهدي حقوقي,اصفهان فلاورجان بخش پیربکران مقابل شهر بهاران,03137480170,37252898(031),اصفهان فلاورجان بخش پیربکران مقابل شهر بهاران,اصفهان فلاورجان بخش پیربکران مقابل شهر بهاران,WWW.aminpharma.com,info@aminpharma.com,موسسه حسابرسی و خدمات مدیریت آزموده کاران,3920000,12/29,آقای سید محمد سادات,10260063258
IRO1KRIR0001,KRIR1,Irka Part,KRIR,ايركا پارت صنعت,خكار,ايركا پارت صنعت,IRO1KRIR0008,بازار اول (تابلوي فرعي) بورس,3,34,خودرو و ساخت قطعات,3430,قطعات يدكي و جانبي وسايل نقليه موتوري,59217041815333317,خكار,"تولید کننده انواع قطعات خودرو شامل انواع دریچه هوا, واتر پمپ, اویل پمپ و .... جهت خطوط تولید خودرو و بازار یدکی",حميد اسمعيلي,قزوین - شهر صنعتی البرز-بلوارابن سینا-بعدازفلکه دوم - تقاطع خیابان امیرکبیر غربی,02188754697-02188754765,02188751893,تهران - خیابان شهید بهشتی - خیابان نیریزی - پلاک 3,تهران - خیابان شهید بهشتی - خیابان نیریزی - پلاک 3,www.ircaco.com,info@ircaco.com,موسسه حسابرسی هدف نوین نگر,2137435,12/29,هادی وفائی جلیسه,10100893127
IRO1TOSA0001,TOSA1,Iran Ind. Dev.,TOSA,گروه س توسعه صنعتي ايران,وتوصا,گروه س توسعه صنعتي ايران,IRO1TOSA0009,بازار اول (تابلوي اصلي) بورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,2944500421562364,وتوصا,واسطه گری مالی,سيدحسام الدين عبادي,مورد ندارد,02122743579,02122745784,تهران - خیابان نیاوران - بعد از چهار راه مژده - کوچه صالحی - ساختمان مهدیار - طبق هفتم,تهران - خیابان گاندی - خیابان 16 - پلاک 9 -,www.iidic.com,info@iidic.com,موسسه حسابرسی وانیا نیک تدبیر,4000000,06/31,مجتبی احمدی,10101702561
IRO1PARS0001,PARS1,PARS Petrochemical,PARS,پتروشيمي پارس,پارس,پتروشيمي پارس,IRO1PARS0000,بازار دوم بورس,5,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,6110133418282108,پارس,احداث و بهره برداری کارخانجات صنایع پتروشیمی تولید ، بازاریابی و فروش محصولات پتروشیمی کلیه عملیات مرتبط با موضوع فعالیت شرکت طبق اساسنامه ....,مسعود حسني,بوشهر عسلویه منطقه ویژه اقتصادی انرژی پارس,07737263880-6,07737324041,تهران خیابان ملاصدرا خیابان شیراز خیابان پردیس پلاک 52,تهران خیابان ملاصدرا خیابان شیراز خیابان پردیس پلاک 52,www.parspc.net/,info@parspc.net,سازمان حسابرسی,6000000,12/29,فریدون امیری,10320061053
IRO1BALB0001,BALB1,S*Alborz Bimeh,BALB,بيمه البرز,البرز,بيمه البرز,IRO1BALB0001,بازار اول (تابلوي اصلي) بورس,1,66,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,6603,بيمه غيرزندگي,70270965300262393,البرز,فعالیتهای اصلی: ارائه خدمات مستقیم بیمه ای در رشته های زندگی و غیر زندگی ، اخذ پوشش های اتکائی از داخل و خارج از کشور، پذیرش بیمه های اتکائی از بیمه های داخلی و خارجی، سرمایه گذاری از محل سرمایه،ذخائرفنی و اندوخته های قانونی,محسن پورکياني,,29461300,26410845,تهران- خیابان شریعتی -بالاتر از خیابان شهید وحیددستگردی(ظفر) -شماره1320,تهران- خیابان شریعتی -بالاتر از خیابان شهید وحیددستگردی(ظفر) -شماره1320,www.alborzinsurance.ir,info@AlborzInsurance.IR,سازمان حسابرسی,14424428,12/29,محمد غلامزاده,10100314776
IRO6MSKZ0041,MZ311,Mortgage Right0004,MSKZ,بانك مسكن,تسه0004,امتيازتسهيلات مسكن تير1400,IRO6MSKZ0048,-,4,59,اوراق حق تقدم استفاده از تسهيلات مسكن,5910,اوراق حق تقدم استفاده از تسهيلات مسكن,16984771612846489,تسه0004,,,,,,,,,,,,,,
IRO1NBEH0001,NBEH1,Behran Oil,NBEH,نفت‌ بهران‌,شبهرن,نفت‌ بهران‌,IRO1NBEH0009,بازار اول (تابلوي اصلي) بورس,1,23,فراورده هاي نفتي، كك و سوخت هسته اي,2320,توليد محصولات پالايش شده پتروشيمي,22667016906590506,شبهرن,- طبق ماده 3 اساسنامه فعالیت اصلی شرکت عبارت است از : - تأسیس و ساخت و اداره نمودن پالایشگاه روغن موتور و روغنهای صنعتی و محصولات جانبی آن در ایران و تخلیط و بسته بندی و تهیه ظروف مربوطه.,اسعد عزيزي,شهرری - باقرآباد - جنب پالایشگاه تهران,22922500,22922501-2,خیابان شریعتی - خیابان دستگردی - نبش کوچه شریفی شماره 2,خیابان شریعتی - خیابان دستگردی - نبش کوچه شریفی شماره 2,www.behranoil.com,saham_behran@behranoil.com,موسسه حسابرسی مفید راهبر,11950000,12/29,حمید نیک نهال,10100434484
IRO3PKSH0001,PKSH1,Pakhsh Alborz,PKSH,پخش البرز,پخش,پخش البرز,IRO3PKSH0008,بازار دوم فرابورس,3,43,مواد و محصولات دارويي,4399,توليد ساير محصولات دارويي,12638840758449459,پخش,تامین، توزیع و پخش سراسری کالا و دارو در کشور,عقيل آرين نژادفيض آبادي,,021-67929402,02166700770,تهران خیابان حافظ بالاتر از جمهوری پلاک 343,تهران خیابان حافظ بالاتر از جمهوری پلاک 343,http://www.alborzdc.com,www.sahamdar@alborz.org,موسسه حسابرسی مفید راهبر,950000,12/29,علیرضا خوز,10100664423
IRO3PRZZ0001,PRZZ1,Palayesh Naft,PRZZ,پالايش نفت شيراز,شراز,پالايش نفت شيراز,IRO3PRZZ0000,بازار دوم فرابورس,3,23,فراورده هاي نفتي، كك و سوخت هسته اي,2320,توليد محصولات پالايش شده پتروشيمي,33683240001985963,شراز,1- عملیات پالایش وفرآورش نفت خام وسایرهیدروکربورها،ساختن فرآورده های نفتی ازقبیل بنزین،نفت سفید،گازوئیل،... 2-احداث،راه اندازی و بهره برداری ازکارخانجات صنعتی بمنظور تولید،بازاریابی،فروش،صدورانواع مختلف محصولات . 3-دریافت ،معاوضه وخریدخوراک پالایشگاه از شرکت ملی نفت ایران،شرکت ملی پالایش وپخش ویاهرعرضه کننده دیگر,بابک طاوسي,شیراز – کیلومتر 22 جاده شیراز اصفهان – شرکت پالایش نفت شیراز,071-38217561-9,071-38218282,شیراز – کیلومتر 22 جاده شیراز اصفهان – شرکت پالایش نفت شیراز,شیراز – کیلومتر 22 جاده شیراز اصفهان – شرکت پالایش نفت شیراز,www.sorc.ir,info@sorc.ir,موسسه حسابرسی دش و همکاران,1027549,12/29,بهنام گشتاسبی,10101874709
IRO1SKBV0001,SKBV1,Banks Employees,SKBV,س.ص.بازنشستگي كاركنان بانكها,وسكاب,س.ص.بازنشستگي كاركنان بانكها,IRO1SKBV0008,بازار اول (تابلوي اصلي) بورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,11258722998911897,وسكاب,سرمایه گذاری,علي حسين زاده گوهري,,88481971,88718842,خیابان خالد اسلامبولی ( وزرا) کوچه بیست و سوم پلاک 10 طبقه سوم,خیابان خالد اسلامبولی ( وزرا) کوچه بیست و سوم پلاک 10 طبقه اول,www.sakab.ir,info@sakab.ir,موسسه حسابرسی وانیا نیک تدبیر,12000000,09/30,مهرداد بختیاری,10102699549
IRO7HSIP0001,HSIP1,Hekmat Saba Ins,HSIP,بيمه حكمت صبا,وحكمت - قانون احکام دائمی برنامه های توسعه کشور,بيمه حكمت صبا,IRO7HSIP0008,بازار پايه زرد فرابورس,7,66,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,6611,فعاليتهاي مالي و اجرائي,12777578088653944,وحكمت,انجام عملیات بیمه ای مستقیم در انواع رشته های بیمه زندگی و غیر زندگی بر اساس پروانه فعالیت صادره از سوی بیمه مرکزی جمهوری اسلامی ایران .,غلامحسين چايچي نصرتي,,,,تهران - میدان آرژانتین - خیابان زاگرس - خیابان راشل کوری پلاک 6,تهران - میدان آرژانتین - خیابان زاگرس - خیابان راشل کوری پلاک 6 طبقه 7,,,موسسه حسابرسی دش و همکاران,1500000,12/29,محمد قلی پور خطیر,14006513174
IRO1BPST0001,BPST1,Post Bank,BPST,پست بانك ايران,وپست,پست بانك ايران,IRO1BPST0007,بازار دوم بورس,5,57,بانكها و موسسات اعتباري,5719,ساير واسطه هاي پولي,22087269603540841,وپست,1-افتتاح و نگهداری حساب سپرده قرض الحسنه جاری، پس انداز و حسابهای سپرده سرمایه گذاری کوتاه مدت و بلند مدت و سایر حسابهای مشابه و صدور انواع کارت/ کارتهای مجاز و صدور انواع گواهی سپرده. 2-اعطای انواع تسهیلات مالی و اعتباری به اشخاص حقیقی و حقوقی در قالب قوانین جاری کشور,بهزاد شيري,,81561122-81564040,81562069-88540022,تهران خیابان مطهری بعد از قائم مقام فراهانی پلاک 229,تهران خیابان میرزای شیرازی نرسیده به چهارراه مطهری پلاک 204,www.postbank.ir,info@postbank.ir,سازمان حسابرسی,3233451,12/29,محمد سلمانی,10101702747
IRO1KFAN0001,KFAN1,Khavar Spring,KFAN,فنرسازي‌خاور,خفنر,فنرسازي‌خاور,IRO1KFAN0004,بازار دوم بورس,5,34,خودرو و ساخت قطعات,3430,قطعات يدكي و جانبي وسايل نقليه موتوري,28033133021443774,خفنر,ساخت یاخرید وفروش انواع فنر ساخت یا تکمیل وفروش انواع قطعات یدکی اقدام به خرید واردات هرنوع مواداولیه لوازم یدکی دستگاهها وماشین آلات موردنیازشرکت مشارکت درسهام سایرشرکتها,ايرج رمضاني,ساوه - شهر صنعتی کاوه -خیابان هفتم - شرکت فنر سازی خاور,021-88269641,021-88267816,تهران- تهران ویلا خیابان شهید محسن کلوپ خیابان شهید حسین شوریده (22) پلاک 8,تهران- تهران ویلا خیابان شهید محسن کلوپ خیابان شهید حسین شوریده (22) پلاک 8,www.Khsm.CO.IR,info@Khsm.CO.IR,موسسه حسابرسی وانیا نیک تدبیر,1159840,12/29,سیروس شجاعی برجوئئ,10101292955
IRO3DBRZ0001,DBRZ1,Tadbirgaran Inv,DBRZ,س. تدبيرگران فارس وخوزستان,سدبير,س. تدبيرگران فارس وخوزستان,IRO3DBRZ0002,بازار اول فرابورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,64341992373049080,سدبير,بطور کلی اقدام به هرگونه عملیات مجاز اقتصادی در چارچوب قوانین جاری کشور،از موضوعات فعالیت شرکت می باشد.,عبدالکريم ملک نيا,,88720466,88722328,تهران - یوسف آباد _خیابان ابن سینا _ کوچه 13 پلاک 13 طبقه دوم,تهران - یوسف آباد _خیابان ابن سینا _ کوچه 13 پلاک 13 طبقه دوم,tadbirinv.ir,info@tadbirinv.ir,موسسه حسابرسی و خدمات مالی حافظ گام,250000,12/29,آزاده تمدن,10102073400
IRO1GHAT0001,GHAT1,Iran Auto-Parts,GHAT,قطعات‌ اتومبيل‌ ايران‌,ختوقا,قطعات‌ اتومبيل‌ ايران‌,IRO1GHAT0002,بازار اول (تابلوي اصلي) بورس,1,34,خودرو و ساخت قطعات,3430,قطعات يدكي و جانبي وسايل نقليه موتوري,70289374539527245,ختوقا,موضوع فعالیت اصلی سرمایه گذاری در سهام- میزان سهام -واحد ها ی سرمایه گذاری صندوق ها یا سایر اوراق بهادار دارای حق رای با هدف کسب انتفاع,بهروز غفاري,,44053087-44050810,44048344,تهران - میدان دوم صادقیه ،ابتدای خیابان آیت الله کاشانی، نرسیده به بوستان دوم (کوچه شهید نجف زاده فروتن ) پلاک 9,تهران - میدان دوم صادقیه ،ابتدای خیابان آیت الله کاشانی، نرسیده به بوستان دوم (کوچه شهید نجف زاده فروتن ) پلاک 9,www.iap.co.ir,info@iap.co.ir,موسسه حسابرسی تدوین و همکاران,6201312,12/29,سعید عزیزی (مدیریت مالی ),10380136950
IRO1DTIP0001,DTIP1,Tamin Daroo,DTIP,سرمايه گذاري دارويي تامين,تيپيكو,سرمايه گذاري دارويي تامين,IRO1DTIP0007,بازار اول (تابلوي فرعي) بورس,3,43,مواد و محصولات دارويي,4399,توليد ساير محصولات دارويي,29758477602878557,تيپيكو,سرمایه گذاری,پويا فرهت,-,02122047167,02122047166,تهران - خیابان ولیعصر - خیابان ناهید غربی - شماره 81,تهران - خیابان ولیعصر - خیابان ناهید غربی - شماره 81,www.tpicoholding.com,info@tpicoholding.com,سازمان حسابرسی,4350000,02/31,علیرضا برقی,10102543204
IRO3IGCZ0001,IGCZ1,Iran Gel.Capsule,IGCZ,توليد ژلاتين كپسول ايران,دكپسول,توليد ژلاتين كپسول ايران,IRO3IGCZ0009,بازار اول فرابورس,1,43,مواد و محصولات دارويي,4399,توليد ساير محصولات دارويي,52382684379473036,دكپسول,تولید و توزیع و صادرات انواع پوکه های کپسول داروئی- واردات و صادرات مواد اولیه داروئی,رامين رمضاني کلمر,شهریار شهرک اداری ابتدای خیابان دولت,+98-21-65278401,+98-21-65278400,شهریار ابتدای شهرک اداری,شهریار شهرک اداری ابتدای خیابان دولت,irancapsule.com,info@irancapsule.com,موسسه حسابرسی رازدار,200000,12/29,سید مظفر باقری,10100127830
IRO1DKSR0001,DKSR1,Kowsar Pharm.,DKSR,داروسازي‌ كوثر,دكوثر,داروسازي‌ كوثر,IRO1DKSR0002,بازار اول (تابلوي فرعي) بورس,3,43,مواد و محصولات دارويي,4323,توليد داروهاي شيميايي و گياهي,23353689102956991,دكوثر,تولید آنتی بیوتیکهای انسانی,محمد سلطاني رضائي راد,تهران - بزرگراه فتح (جاده قدیم کرج) - کیلومتر 17 - خیابان داروگر,44920253,44921077,تهران - بزرگراه فتح (جاده قدیم کرج) - کیلومتر 17 - خیابان داروگر,تهران - بزرگراه فتح (جاده قدیم کرج) - کیلومتر 17 - خیابان داروگر,www.cosarpharm.com,info@cosarpharm.com,موسسه حسابرسی و خدمات مدیریت آزموده کاران,1700000,12/29,مهدی سعادتی,10100634702
IRO1TAZB0001,TAZB1,Azarbayjan Inv.,TAZB,سرمايه‌گذاري‌توسعه‌آذربايجان‌,وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,IRO1TAZB0005,بازار دوم بورس,5,70,انبوه سازي، املاك و مستغلات,7099,ساير فعاليت هاي املاك و مستغلات,1358190916156744,وآذر,سرمایه گذاری,قايين شاهعلي,تبریز - خیابان ارتش جنوبی نرسیده به چهارراه باغشمال نبش کوچه استاد شهریار پلاک 1 طبقه اول,04135546549,04135562102,تبریز - خیابان ارتش جنوبی نرسیده به چهارراه باغشمال نبش کوچه استاد شهریار پلاک 1 طبقه اول,تبریز - خیابان ارتش جنوبی نرسیده به چهارراه باغشمال نبش کوچه استاد شهریار پلاک 1 طبقه اول,www.azarbayjanid.com,info@azarbayjanid.com,موسسه حسابرسی و خدمات مالی ارقام نگر آریا,200000,06/31,رقیه مردمی بشیر,10200142417
IRO1DRKH0001,DRKH1,Derakhshan Teh.,DRKH,درخشان‌ تهران‌,پدرخش,درخشان‌ تهران‌,IRO1DRKH0005,بازار دوم بورس,5,25,لاستيك و پلاستيك,2520,توليد محصولات پلاستيكي,24079409192818584,پدرخش,تولید،فروش و صادرات انواع فیلم و ورق پی وی سی ساده و چاپدار،مشمع و فیلم پلی اتیلن،ورق فوم پی وی سی،محصولات کشبافی و محصولات پلیمری,آقاي سيد ابوالقاسم عسگربيک,تهران-کیلومتر17جاده مخصوص کرج-پلاک519,982144985090-8,982144985097,تهران-کیلومتر17جاده مخصوص کرج-پلاک519,تهران-کیلومتر17جاده مخصوص کرج-پلاک519,,,موسسه حسابرسی بهمند,153000,12/29,محبوبه سیاحی فینی,10100444172
IRO1BKHZ0001,BKHZ1,Bank of M.E.,BKHZ,بانك خاورميانه,وخاور,بانك خاورميانه,IRO1BKHZ0007,بازار دوم بورس,5,57,بانكها و موسسات اعتباري,5719,ساير واسطه هاي پولي,47333458678352378,وخاور,موضوع فعالیت بانک طبق ماده دو اساسنامه می باشد.,پرويز عقيلي کرماني,-,02142178000,02188729851,تهران خیابان احمد قصیر(بخارست ) نبش خیابان پنجم پلاک 2,تهران خیابان احمد قصیر(بخارست ) نبش خیابان پنجم پلاک 2,www.middleeastbank.ir,info@middleastbank.ir,موسسه حسابرسی بیات رایان,15000000,12/29,فائزه محمدی اروجه,10320826196
IRO7JMIP0001,JMIP1,Jami investment,JMIP,سرمايه گذاري جامي,وجامي - قانون احکام دائمی برنامه های توسعه کشور,سرمايه گذاري جامي,IRO7JMIP0002,بازار پايه زرد فرابورس,7,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,57600064931636077,وجامي,1-سرمایه گذاری در سهام ، سهم الشرکه ، واحد های سرمایه گذاری صندوق ها یا سایر اوراق بهادار دارای حق رأی شرکت ها ، مؤسسات یا صندوق های سرمایه گذاری با هدف کسب انتفاع,علي اصغرمؤمني,,021-22743579,021-22743579,تهران - خیابان نیاوران - بعد از چهار راه مژده - کوچه صالحی - ساختمان مهدیار - طبق هفتم,تهران - خیابان گاندی - خیابان 16 - پلاک 9,info@iidic.com,info@iidic.com,موسسه حسابرسی آزمودگان,300000,04/31,سجاد احمدوند,10102685633
IRO7SHLP0001,SHLP1,Lordegan Petr.,SHLP,كود شيميايي اوره لردگان,شلرد - قانون احکام دائمی برنامه های توسعه کشور,كود شيميايي اوره لردگان,IRO7SHLP0003,بازار پايه زرد فرابورس,7,44,محصولات شيميايي,4412,توليد كود و تركيبات نيتروژن,56429431740318486,شلرد,احداث و راه اندازی و بهره برداری مجتمع های پتروشیمی و کارخانه های صنعتی بمنظور تولید ،بازاریابی مجاز ،فروش ،صدور محصولات پتروشیمی،ذخیره صادرات و واردات و تبدیل مواد شیمیائی و فراورده های فرعی و مشتقات ذیربط آنها ، انجام کلیه فعالیتهای تولیدی صنعتی بازرگانی مجاز،فنی و مهندسی که بطور مستقیم و یا غیر مستقیم مربوط به عملیات مذکورمیباشد با رعایت قوانین و مقررات مربوطه.,محسن محمودي,استان چهارمحال و بختیاری در جوار روستای مال خلیفه از توابع شهرستان لردگان,02175976000-03833352980,02175976000-03833352980,شهرکرد - محله چهار راه هواپیمایی - بلوار آیت اله کاشانی - خیابان 12 محرم - پلاک 312 طبق دوم- کد پستی 8816763184,شهرکرد - محله چهار راه هواپیمایی - بلوار آیت اله کاشانی - خیابان 12 محرم - پلاک 312 طبق دوم- کد پستی 8816763184,www.lordegan.co,info@lordegan.co,موسسه حسابرسی وانیا نیک تدبیر,9000000,12/29,حسن سید بهرامی,10861207150
IRO1TRIR0001,TRIR1,Iran Tractor,TRIR,تراكتورسازي‌ايران‌,تايرا,تراكتورسازي‌ايران‌,IRO1TRIR0009,بازار اول (تابلوي اصلي) بورس,1,29,ماشين آلات و تجهيزات,2921,توليد ماشين آلات كشاورزي و باغباني,19298748452450329,تايرا,فعالیت اصلی شرکت طبق ماده 3 اساسنامه واردات و صادرات و تولید و فروش انواع تراکتور و موتور ماشین آلات اداوات کشاورزی و سایر فرآورده های صنعتی میباشدوبه موجب پروانه بهره برداری شماره 205284 مورخ 27/2/1347 که توسط وزارت صنایع و معادن صادر شده بهره برداری از کارخانه شرکت با ظرفیت 25000 دستگاه در سال ، از تاریخ 1350 شروع به فعالیت نموده است.,ابوالفتح ابراهيمي,تبریز- جاده سردرود صندوق پستی 4687 کدپستی 15863-51978,(041)34255800-29,(041)34245857-8,تهران - کیلومتر 5/9 جاده مخصوص کرج، روبروی شهاب خودرو نبش خیابان نخ زرین کدپستی 45411-13897,تهران - کیلومتر 5/9 جاده مخصوص کرج، روبروی شهاب خودرو نبش خیابان نخ زرین کدپستی 45411-13897,www.itmco.ir,info@itmco.ir,موسسه حسابرسی وانیا نیک تدبیر,3200000,12/29,ناصر یکتن,10200044047
IRO7SPRP0001,SPRP1,Shoko pars Co.,SPRP,شوكو پارس,غشوكو - لغو پذیرش شده,شوكو پارس,IRO7SPRP0007,بازار پايه زرد فرابورس,7,42,محصولات غذايي و آشاميدني به جز قند و شكر,4243,توليد كاكائو، شكلات و شيريني جات,51294484197536070,غشوكو,تهیه ، تولید ، بسته بندی ، توزیع و صادرات انواع مواد غذایی اعم از شیرینی ، شکلات و شربت,علي مشايخ,کیلومتر 85 بزرگراه قزوین زنجان - شهرستان خرمدره - بلوار امام خمینی - داخل شرکت صنعتی مینو,02148831317,02148831317,تهران - کیلومتر 10 جاده مخصوص کرج - ساختمان مینو,تهران - کیلومتر 10 جاده مخصوص کرج - ساختمان مینو,www.chocopars.ir,chocopars@minoogroup.com,موسسه حسابرسی و خدمات مدیریت آزموده کاران,145000,12/29,جلال روحی بخش,10100359308
IRO1SKAZ0001,SKAZ1,Khazar Cement,SKAZ,سيمان‌ خزر,سخزر,سيمان‌ خزر,IRO1SKAZ0005,بازار اول (تابلوي فرعي) بورس,3,53,سيمان، آهك و گچ,5394,توليد سيمان، آهك و گچ,67327029014085707,سخزر,احداث کارخانه و تولید سیمان و صنایع وابسته آن .,اسحق جمال اميدي,استان گیلان - شهر لوشان (کیلومتر 80 جاده قزوین رشت) .,02188304312,02188820188,تهران خیابان مطهری خیابان سلیمان خاطر نبش کوچه گروس پلاک 115 .,تهران خیابان مطهری خیابان سلیمان خاطر نبش کوچه گروس پلاک 115 .,www.khazarcement.ir,info@khazarcement.ir,موسسه حسابرسی رازدار,500000,12/29,داود رشید,10101094745
IRO1SEFH0001,SEFH1,Isfahan Cement,SEFH,سيمان‌اصفهان‌,سصفها,سيمان‌اصفهان‌,IRO1SEFH0000,بازار دوم بورس,5,53,سيمان، آهك و گچ,5394,توليد سيمان، آهك و گچ,10568944722570445,سصفها,الف – موضوع اصلی عبارت است از : تاسیس کارخانجات تولید سیمان و مشتقات و صنایع جنبی وابسته به آن ، اکتشاف ، استخراج و بهره برداری از معادن ب - موضوع فرعی عبارت است از : مشارکت و سرمایه گذاری در شرکتها و بانکها اعم از داخلی و خارجی,حبيب اله بهرامي,اصفهان ابتدای جاده ذوب آهن شهر ابریشم,37885100-031,37885454-031,اصفهان ابتدای جاده ذوب آهن شهر ابریشم,اصفهان ابتدای جاده ذوب آهن شهر ابریشم,www.isfahansement.com,info@isfahansement.com,موسسه حسابرسی آزمون پرداز,500000,12/29,حمیدرضا مختاری یزدی,10260101027
IRO1KSAD0001,KSAD1,Saadi Tile,KSAD,كاشي‌ سعدي‌,كسعدي,كاشي‌ سعدي‌,IRO1KSAD0001,بازار دوم بورس,5,49,كاشي و سراميك,4993,توليد گل و سراميك ساختماني,29122854902865456,كسعدي,تولید انواع مختلف از کاشی و سرامیک، و فروش و بازاریابی,امير پروال باتمانقلنج,"تهران, شهر ری, جاده قدیم قم, خیابان انبار نفت تلفن 5-55202063 فکس 55202067",02133118877 - 02133949897,02133905471,"تهران, خیابان فردوسی جنوبی, مقابل خیابان سرهنگ سخائی, شماره 133 تلفن 33118877 و 33949897","تهران, خیابان فردوسی جنوبی, مقابل خیابان سرهنگ سخائی, شماره 133 تلفن 33118877 و 33949897",www.saaditile.ir,Info@saditile.ir,موسسه حسابرسی اطمینان بخش و همکاران,250000,12/29,آقای مسعود نوری,10100353754
